trigger_index,trigger_time,api_response_time_ms,meas_id,wifi_cloud_latency_ms,ilaas_latency_ms,zlp_latency_ms
1,2026-02-09T20:35:35.195+00:00,272.5,0000019c44115872,2522.4,,
1,2026-02-09T20:35:35.195+00:00,272.5,0000019c4411b253,25295.7,,
